Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, ReadWrite_t1, ReadWrite_t2, ReadWrite_t4, ReadWrite_t8
Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, ReadWrite_t1, ReadWrite_t2, ReadWrite_t4, ReadWrite_t8
Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, ReadWrite_t1, ReadWrite_t2, ReadWrite_t4, ReadWrite_t8
0.027000, 0.033000, 0.026000, 0.024000
0.028000, 0.035000, 0.026000, 0.024000
0.026000, 0.033000, 0.028000, 0.025000
0.059000, 0.037000, 0.030000, 0.027000
0.027000, 0.035000, 0.029000, 0.025000
0.026000, 0.034000, 0.027000, 0.022000
0.026000, 0.032000, 0.027000, 0.023000
0.027000, 0.035000, 0.029000, 0.022000
0.027000, 0.032000, 0.027000, 0.024000
0.026000, 0.032000, 0.027000, 0.022000
0.024000, 0.033000, 0.027000, 0.022000
0.027000, 0.034000, 0.026000, 0.024000
0.027000, 0.032000, 0.026000, 0.023000
0.024000, 0.031000, 0.026000, 0.024000
0.030000, 0.035000, 0.029000, 0.025000
0.026000, 0.034000, 0.030000, 0.025000
0.030000, 0.036000, 0.030000, 0.024000
0.027000, 0.035000, 0.030000, 0.024000
0.027000, 0.033000, 0.029000, 0.025000
0.029000, 0.037000, 0.026000, 0.025000
0.027000, 0.033000, 0.029000, 0.025000
0.027000, 0.034000, 0.027000, 0.024000
0.028000, 0.031000, 0.027000, 0.021000
0.025000, 0.032000, 0.027000, 0.023000
0.025000, 0.030000, 0.027000, 0.024000
0.029000, 0.036000, 0.026000, 0.025000
0.027000, 0.036000, 0.029000, 0.025000
0.027000, 0.036000, 0.029000, 0.025000
0.034000, 0.034000, 0.028000, 0.026000
0.028000, 0.035000, 0.029000, 0.024000
0.028000, 0.034000, 0.029000, 0.024000
0.027000, 0.035000, 0.029000, 0.025000
0.027000, 0.038000, 0.027000, 0.025000
0.033000, 0.035000, 0.028000, 0.024000
0.029000, 0.036000, 0.031000, 0.025000
0.028000, 0.035000, 0.030000, 0.024000
0.026000, 0.036000, 0.029000, 0.024000
0.032000, 0.035000, 0.029000, 0.026000
0.033000, 0.035000, 0.029000, 0.023000
0.060000, 0.042000, 0.035000, 0.025000
0.026000, 0.038000, 0.029000, 0.023000
0.025000, 0.035000, 0.030000, 0.022000
0.025000, 0.033000, 0.028000, 0.023000
0.025000, 0.033000, 0.027000, 0.023000
0.024000, 0.030000, 0.028000, 0.025000
0.024000, 0.032000, 0.026000, 0.022000
0.027000, 0.031000, 0.025000, 0.025000
0.026000, 0.033000, 0.028000, 0.023000
0.026000, 0.031000, 0.027000, 0.023000
0.025000, 0.032000, 0.026000, 0.023000
0.024000, 0.032000, 0.029000, 0.023000
0.025000, 0.034000, 0.027000, 0.022000
0.025000, 0.033000, 0.028000, 0.023000
0.028000, 0.032000, 0.028000, 0.023000
0.029000, 0.034000, 0.025000, 0.024000
0.026000, 0.034000, 0.027000, 0.027000
0.035000, 0.040000, 0.036000, 0.027000
0.033000, 0.040000, 0.031000, 0.028000
0.027000, 0.033000, 0.029000, 0.025000
0.026000, 0.035000, 0.030000, 0.027000
0.037000, 0.033000, 0.029000, 0.022000
0.026000, 0.035000, 0.029000, 0.023000
0.025000, 0.034000, 0.029000, 0.026000
0.028000, 0.036000, 0.028000, 0.026000
0.025000, 0.034000, 0.026000, 0.025000
0.026000, 0.033000, 0.028000, 0.025000
0.025000, 0.032000, 0.028000, 0.022000
0.026000, 0.031000, 0.029000, 0.023000
0.027000, 0.031000, 0.026000, 0.024000
0.024000, 0.032000, 0.026000, 0.022000
0.026000, 0.032000, 0.029000, 0.022000
0.026000, 0.033000, 0.026000, 0.023000
0.027000, 0.034000, 0.027000, 0.024000
0.025000, 0.033000, 0.027000, 0.023000
0.026000, 0.034000, 0.029000, 0.023000
0.025000, 0.032000, 0.027000, 0.023000
0.026000, 0.034000, 0.026000, 0.024000
0.027000, 0.034000, 0.027000, 0.024000
0.026000, 0.035000, 0.027000, 0.024000
0.026000, 0.035000, 0.027000, 0.024000
0.025000, 0.032000, 0.027000, 0.023000
0.025000, 0.032000, 0.028000, 0.022000
0.026000, 0.032000, 0.026000, 0.024000
0.027000, 0.032000, 0.026000, 0.024000
0.025000, 0.031000, 0.027000, 0.023000
0.025000, 0.030000, 0.026000, 0.023000
0.025000, 0.031000, 0.028000, 0.023000
0.027000, 0.033000, 0.028000, 0.021000
0.026000, 0.031000, 0.026000, 0.023000
0.025000, 0.031000, 0.027000, 0.024000
0.025000, 0.034000, 0.027000, 0.022000
0.026000, 0.033000, 0.027000, 0.022000
0.027000, 0.032000, 0.028000, 0.024000
0.025000, 0.031000, 0.027000, 0.023000
0.024000, 0.030000, 0.029000, 0.023000
0.027000, 0.032000, 0.026000, 0.024000
0.025000, 0.033000, 0.027000, 0.024000
0.025000, 0.032000, 0.028000, 0.022000
0.025000, 0.032000, 0.026000, 0.048000
0.031000, 0.032000, 0.028000, 0.022000
0.026000, 0.031000, 0.028000, 0.024000
0.025000, 0.031000, 0.029000, 0.023000
0.024000, 0.032000, 0.028000, 0.024000
0.025000, 0.033000, 0.028000, 0.023000
0.027000, 0.033000, 0.026000, 0.023000
0.027000, 0.031000, 0.026000, 0.024000
0.024000, 0.032000, 0.028000, 0.024000
0.024000, 0.032000, 0.028000, 0.022000
0.025000, 0.030000, 0.026000, 0.023000
0.023000, 0.032000, 0.030000, 0.022000
0.025000, 0.031000, 0.027000, 0.024000
0.024000, 0.032000, 0.027000, 0.024000
0.025000, 0.032000, 0.027000, 0.022000
0.025000, 0.032000, 0.028000, 0.022000
0.028000, 0.035000, 0.027000, 0.023000
0.026000, 0.030000, 0.027000, 0.024000
0.025000, 0.032000, 0.028000, 0.023000
0.025000, 0.032000, 0.028000, 0.023000
0.026000, 0.032000, 0.027000, 0.024000
0.026000, 0.031000, 0.028000, 0.024000
0.024000, 0.032000, 0.028000, 0.023000
0.025000, 0.032000, 0.026000, 0.024000
0.024000, 0.032000, 0.027000, 0.023000
0.025000, 0.032000, 0.028000, 0.021000
0.024000, 0.033000, 0.027000, 0.024000
0.026000, 0.032000, 0.028000, 0.022000
0.025000, 0.033000, 0.028000, 0.023000
0.026000, 0.031000, 0.026000, 0.025000
0.025000, 0.031000, 0.029000, 0.022000
0.024000, 0.034000, 0.032000, 0.026000
0.027000, 0.032000, 0.029000, 0.023000
0.025000, 0.031000, 0.028000, 0.021000
0.030000, 0.035000, 0.027000, 0.023000
0.024000, 0.031000, 0.027000, 0.024000
0.023000, 0.031000, 0.027000, 0.023000
0.026000, 0.033000, 0.028000, 0.022000
0.026000, 0.032000, 0.025000, 0.024000
0.024000, 0.032000, 0.029000, 0.022000
0.025000, 0.032000, 0.028000, 0.023000
0.025000, 0.032000, 0.027000, 0.024000
0.024000, 0.033000, 0.029000, 0.023000
0.025000, 0.033000, 0.028000, 0.022000
0.025000, 0.030000, 0.029000, 0.023000
0.024000, 0.034000, 0.026000, 0.024000
0.023000, 0.031000, 0.028000, 0.022000
0.026000, 0.031000, 0.026000, 0.024000
0.025000, 0.032000, 0.026000, 0.039000
0.030000, 0.031000, 0.028000, 0.022000
0.026000, 0.033000, 0.029000, 0.022000
0.024000, 0.033000, 0.028000, 0.022000
0.027000, 0.032000, 0.027000, 0.024000
0.025000, 0.032000, 0.028000, 0.024000
0.026000, 0.033000, 0.028000, 0.022000
0.025000, 0.032000, 0.027000, 0.023000
0.027000, 0.032000, 0.027000, 0.024000
0.024000, 0.033000, 0.028000, 0.023000
0.026000, 0.032000, 0.029000, 0.023000
0.026000, 0.032000, 0.027000, 0.022000
0.025000, 0.029000, 0.028000, 0.025000
0.026000, 0.032000, 0.028000, 0.023000
0.025000, 0.032000, 0.026000, 0.022000
0.024000, 0.032000, 0.027000, 0.023000
0.024000, 0.032000, 0.028000, 0.023000
0.027000, 0.034000, 0.029000, 0.024000
0.028000, 0.033000, 0.028000, 0.022000
0.027000, 0.033000, 0.028000, 0.024000
0.026000, 0.034000, 0.027000, 0.025000
0.026000, 0.031000, 0.027000, 0.023000
0.025000, 0.033000, 0.030000, 0.025000
0.023000, 0.037000, 0.042000, 0.030000
0.044000, 0.044000, 0.029000, 0.031000
0.029000, 0.036000, 0.031000, 0.024000
0.033000, 0.036000, 0.028000, 0.026000
0.025000, 0.031000, 0.026000, 0.025000
0.025000, 0.033000, 0.028000, 0.023000
0.026000, 0.032000, 0.028000, 0.022000
0.025000, 0.033000, 0.027000, 0.025000
0.027000, 0.030000, 0.027000, 0.023000
0.025000, 0.032000, 0.028000, 0.023000
0.027000, 0.032000, 0.028000, 0.024000
0.025000, 0.030000, 0.027000, 0.024000
0.024000, 0.033000, 0.027000, 0.023000
0.026000, 0.031000, 0.028000, 0.023000
0.026000, 0.032000, 0.028000, 0.025000
0.025000, 0.033000, 0.029000, 0.024000
0.025000, 0.032000, 0.028000, 0.024000
0.025000, 0.033000, 0.026000, 0.023000
0.026000, 0.031000, 0.027000, 0.025000
0.025000, 0.033000, 0.029000, 0.023000
0.028000, 0.033000, 0.029000, 0.021000
0.027000, 0.033000, 0.028000, 0.023000
0.027000, 0.032000, 0.028000, 0.023000
0.026000, 0.032000, 0.028000, 0.023000
0.025000, 0.033000, 0.028000, 0.022000
0.027000, 0.033000, 0.029000, 0.023000
0.026000, 0.033000, 0.027000, 0.024000
0.028000, 0.033000, 0.028000, 0.024000
0.031000, 0.036000, 0.028000, 0.023000
0.029000, 0.033000, 0.029000, 0.023000
0.025000, 0.034000, 0.036000, 0.026000
0.035000, 0.035000, 0.030000, 0.027000
0.030000, 0.034000, 0.026000, 0.026000
0.025000, 0.036000, 0.027000, 0.023000
0.025000, 0.033000, 0.027000, 0.022000
0.028000, 0.044000, 0.031000, 0.049000
0.035000, 0.034000, 0.029000, 0.025000
0.029000, 0.033000, 0.028000, 0.024000
0.024000, 0.032000, 0.028000, 0.022000
0.024000, 0.034000, 0.029000, 0.023000
0.027000, 0.033000, 0.025000, 0.024000
0.026000, 0.032000, 0.030000, 0.025000
0.024000, 0.034000, 0.029000, 0.024000
0.025000, 0.035000, 0.029000, 0.024000
